movie_name,release_year,runtime,genre,rating,director,cast_1,cast_2,cast_3,cast_4,votes,gross
Casino,(1995),178 min,"
Crime, Drama            ","

8.2
",Martin Scorsese,Robert De Niro,Sharon Stone,Joe Pesci,James Woods,"545,743",$42.44M
Casino Royale,(2006),144 min,"
Action, Adventure, Thriller            ","

8.0
",Martin Campbell,Daniel Craig,Eva Green,Judi Dench,Jeffrey Wright,"679,332",$167.45M
Cast Away,(2000),143 min,"
Adventure, Drama, Romance            ","

7.8
",Robert Zemeckis,Tom Hanks,Helen Hunt,Paul Sanchez,Lari White,"620,595",$233.63M
Cat on a Hot Tin Roof,(1958),108 min,"
Drama            ","

7.9
",Richard Brooks,Elizabeth Taylor,Paul Newman,Burl Ives,Jack Carson,"52,240",$17.57M
Catch Me If You Can,(2002),141 min,"
Biography, Crime, Drama            ","

8.1
",Steven Spielberg,Leonardo DiCaprio,Tom Hanks,Christopher Walken,Martin Sheen,"1,049,300",$164.62M
Celda 211,(2009),113 min,"
Action, Crime, Drama            ","

7.6
",Daniel Monzón,Luis Tosar,Alberto Ammann,Antonio Resines,Manuel Morón,"69,711",NaN
Central do Brasil,(1998),110 min,"
Drama            ","

8.0
",Walter Salles,Fernanda Montenegro,Vinícius de Oliveira,Marília Pêra,Soia Lira,"41,369",$5.60M
Chak De! India,(2007),153 min,"
Drama, Family, Sport            ","

8.1
",Shimit Amin,Shah Rukh Khan,Vidya Malvade,Sagarika Ghatge,Shilpa Shukla,"83,234",$1.11M
Changeling,(2008),141 min,"
Biography, Crime, Drama            ","

7.8
",Clint Eastwood,Angelina Jolie,Colm Feore,Amy Ryan,Gattlin Griffith,"261,968",$35.74M
Charade,(1963),113 min,"
Comedy, Mystery, Romance            ","

7.9
",Stanley Donen,Cary Grant,Audrey Hepburn,Walter Matthau,James Coburn,"82,645",$13.47M
Chhichhore,(2019),143 min,"
Comedy, Drama, Romance            ","

8.3
",Nitesh Tiwari,Sushant Singh Rajput,Shraddha Kapoor,Varun Sharma,Prateik Patil Babbar,"59,955",$2.00M
Children of Men,(2006),109 min,"
Action, Drama, Sci-Fi            ","

7.9
",Alfonso Cuarón,Julianne Moore,Clive Owen,Chiwetel Ejiofor,Michael Caine,"517,941",$35.55M
Chinatown,(1974),130 min,"
Drama, Mystery, Thriller            ","

8.2
",Roman Polanski,Jack Nicholson,Faye Dunaway,John Huston,Perry Lopez,"340,246",#157
Chugyeokja,(2008),125 min,"
Action, Crime, Drama            ","

7.8
",Na Hong-jin,Kim Yoon-seok,Ha Jung-woo,Yeong-hie Seo,Kim Yoo-jung,"70,491",NaN
Chun gwong cha sit,(1997),96 min,"
Drama, Romance            ","

7.7
",Kar-Wai Wong,Leslie Cheung,Tony Leung Chiu-wai,Chang Chen,Gregory Dayton,"32,575",$0.19M
Chung Hing sam lam,(1994),102 min,"
Comedy, Crime, Drama            ","

8.0
",Kar-Wai Wong,Brigitte Lin,Takeshi Kaneshiro,Tony Leung Chiu-wai,Faye Wong,"90,843",$0.60M
Cidade de Deus,(2002),130 min,"
Crime, Drama            ","

8.6
",Fernando Meirelles,Kátia Lund,Alexandre Rodrigues,Leandro Firmino,Matheus Nachtergaele,"782,126",$7.56M
Cinderella Man,(2005),144 min,"
Biography, Drama, Romance            ","

8.0
",Ron Howard,Russell Crowe,Renée Zellweger,Craig Bierko,Paul Giamatti,"194,226",$61.65M
Citizen Kane,(1941),119 min,"
Drama, Mystery            ","

8.3
",Orson Welles,Orson Welles,Joseph Cotten,Dorothy Comingore,Agnes Moorehead,"456,522",$1.59M
City Lights,(1931),87 min,"
Comedy, Drama, Romance            ","

8.5
",Charles Chaplin,Charles Chaplin,Virginia Cherrill,Florence Lee,Harry Myers,"191,502",$0.02M
Clerks,(1994),92 min,"
Comedy            ","

7.7
",Kevin Smith,Brian O'Halloran,Jeff Anderson,Marilyn Ghigliotti,Lisa Spoonauer,"229,053",$3.15M
Close,(I) (2022),104 min,"
Drama            ","

7.8
",Lukas Dhont,Eden Dambrine,Gustav De Waele,Émilie Dequenne,Léa Drucker,"28,260",NaN
Cléo de 5 à 7,(1962),90 min,"
Comedy, Drama, Music            ","

7.9
",Agnès Varda,Corinne Marchand,Antoine Bourseiller,Dominique Davray,Dorothée Blanck,"25,574",NaN
Coco,(I) (2017),105 min,"
Animation, Adventure, Drama            ","

8.4
",Lee Unkrich,Adrian Molina,Anthony Gonzalez,Gael García Bernal,Benjamin Bratt,"555,529",$209.73M
Contratiempo,(2016),106 min,"
Crime, Drama, Mystery            ","

8.0
",Oriol Paulo,Mario Casas,Ana Wagener,Jose Coronado,Bárbara Lennie,"186,593",NaN
Control,(2007),122 min,"
Biography, Drama, Music            ","

7.6
",Anton Corbijn,Sam Riley,Samantha Morton,Craig Parkinson,Alexandra Maria Lara,"67,551",$0.87M
Cool Hand Luke,(1967),127 min,"
Crime, Drama            ","

8.1
",Stuart Rosenberg,Paul Newman,George Kennedy,Strother Martin,J.D. Cannon,"184,702",$16.22M
Coraline,(2009),100 min,"
Animation, Drama, Family            ","

7.7
",Henry Selick,Dakota Fanning,Teri Hatcher,John Hodgman,Jennifer Saunders,"251,591",$75.29M
Cowboy Bebop: Tengoku no tobira,(2001),115 min,"
Animation, Action, Crime            ","

7.8
",Shin'ichirô Watanabe,Mary Elizabeth McGlynn,Tensai Okamura,Hiroyuki Okiura,Yoshiyuki Takei,"51,436",$1.00M
Crash,(I) (2004),112 min,"
Crime, Drama, Thriller            ","

7.7
",Paul Haggis,Don Cheadle,Sandra Bullock,Thandiwe Newton,Karina Arroyave,"444,779",$54.58M
Crimes and Misdemeanors,(1989),104 min,"
Comedy, Drama            ","

7.8
",Woody Allen,Martin Landau,Woody Allen,Bill Bernstein,Claire Bloom,"59,902",$18.25M
"Crna macka, beli macor",(1998),127 min,"
Comedy, Crime, Romance            ","

8.0
",Emir Kusturica,Bajram Severdzan,Srdjan 'Zika' Todorovic,Branka Katic,Florijan Ajdini,"55,531",$0.35M
Da hong denglong gaogao gua,(1991),125 min,"
Drama, Romance            ","

8.1
",Yimou Zhang,Gong Li,Jingwu Ma,Saifei He,Cuifen Cao,"34,442",$2.60M
Dallas Buyers Club,(2013),117 min,"
Biography, Drama            ","

7.9
",Jean-Marc Vallée,Matthew McConaughey,Jennifer Garner,Jared Leto,Steve Zahn,"507,618",$27.30M
Dancer in the Dark,(2000),140 min,"
Crime, Drama, Musical            ","

7.9
",Lars von Trier,Björk,Catherine Deneuve,David Morse,Peter Stormare,"114,305",$4.18M
Dances with Wolves,(1990),181 min,"
Adventure, Drama, Western            ","

8.0
",Kevin Costner,Kevin Costner,Mary McDonnell,Graham Greene,Rodney A. Grant,"281,825",$184.21M
Dangal,(2016),161 min,"
Action, Biography, Drama            ","

8.3
",Nitesh Tiwari,Aamir Khan,Sakshi Tanwar,Fatima Sana Shaikh,Sanya Malhotra,"201,951",$12.39M
Darbareye Elly,(2009),119 min,"
Drama, Mystery            ","

7.9
",Asghar Farhadi,Golshifteh Farahani,Shahab Hosseini,Taraneh Alidoosti,Sajjad Dolati,"55,958",$0.11M
Dare mo shiranai,(2004),141 min,"
Drama            ","

8.0
",Hirokazu Koreeda,Yûya Yagira,Ayu Kitaura,Hiei Kimura,Momoko Shimizu,"30,058",$0.68M
Dark Waters,(2019),126 min,"
Biography, Drama, History            ","

7.6
",Todd Haynes,Mark Ruffalo,Anne Hathaway,Tim Robbins,Bill Pullman,"96,002",NaN
Das Boot,(1981),149 min,"
Drama, War            ","

8.4
",Wolfgang Petersen,Jürgen Prochnow,Herbert Grönemeyer,Klaus Wennemann,Hubertus Bengsch,"258,990",$11.49M
Das Cabinet des Dr. Caligari,(1920),76 min,"
Horror, Mystery, Thriller            ","

8.0
",Robert Wiene,Werner Krauss,Conrad Veidt,Friedrich Feher,Lil Dagover,"67,739",NaN
Das Experiment,(2001),120 min,"
Drama, Thriller            ","

7.7
",Oliver Hirschbiegel,Moritz Bleibtreu,Christian Berkel,Oliver Stokowski,Wotan Wilke Möhring,"95,379",$0.14M
The Lives of Others,(2006),137 min,"
Drama, Mystery, Thriller            ","

8.4
",Florian Henckel von Donnersmarck,Ulrich Mühe,Martina Gedeck,Sebastian Koch,Ulrich Tukur,"401,613",$11.29M
Das weiße Band - Eine deutsche Kindergeschichte,(2009),144 min,"
Drama, Mystery, Thriller            ","

7.8
",Michael Haneke,Christian Friedel,Ernst Jacobi,Leonie Benesch,Ulrich Tukur,"76,239",$2.22M
Dawn of the Dead,(1978),127 min,"
Horror, Thriller            ","

7.8
",George A. Romero,David Emge,Ken Foree,Scott H. Reiniger,Gaylen Ross,"125,551",$5.10M
Days of Heaven,(1978),94 min,"
Drama, Romance            ","

7.8
",Terrence Malick,Richard Gere,Brooke Adams,Sam Shepard,Linda Manz,"61,030",NaN
Dead Poets Society,(1989),128 min,"
Comedy, Drama            ","

8.1
",Peter Weir,Robin Williams,Robert Sean Leonard,Ethan Hawke,Josh Charles,"522,502",$95.86M
Deadpool,(2016),108 min,"
Action, Comedy            ","

8.0
",Tim Miller,Ryan Reynolds,Morena Baccarin,T.J. Miller,Ed Skrein,"1,088,876",$363.07M
Deadpool 2,(2018),119 min,"
Action, Adventure, Comedy            ","

7.6
",David Leitch,Ryan Reynolds,Josh Brolin,Morena Baccarin,Julian Dennison,"619,507",$324.59M
Deliverance,(1972),109 min,"
Adventure, Drama, Thriller            ","

7.7
",John Boorman,Jon Voight,Burt Reynolds,Ned Beatty,Ronny Cox,"116,480",$7.06M
Der Himmel über Berlin,(1987),128 min,"
Drama, Fantasy, Romance            ","

7.9
",Wim Wenders,Bruno Ganz,Solveig Dommartin,Otto Sander,Curt Bois,"74,490",$3.33M
Der Name der Rose,(1986),130 min,"
Drama, Mystery, Thriller            ","

7.7
",Jean-Jacques Annaud,Sean Connery,Christian Slater,Helmut Qualtinger,Elya Baskin,"113,569",$7.15M
Der Untergang,(2004),156 min,"
Biography, Drama, History            ","

8.2
",Oliver Hirschbiegel,Bruno Ganz,Alexandra Maria Lara,Ulrich Matthes,Juliane Köhler,"367,146",$5.51M
Dersu Uzala,(1975),142 min,"
Adventure, Biography, Drama            ","

8.2
",Akira Kurosawa,Maksim Munzuk,Yuriy Solomin,Mikhail Bychkov,Vladimir Khrulyov,"32,497",NaN
Despicable Me,(2010),95 min,"
Animation, Adventure, Comedy            ","

7.6
",Pierre Coffin,Chris Renaud,Steve Carell,Jason Segel,Russell Brand,"568,917",$251.51M
Det sjunde inseglet,(1957),96 min,"
Drama, Fantasy            ","

8.1
",Ingmar Bergman,Max von Sydow,Gunnar Björnstrand,Bengt Ekerot,Nils Poppe,"193,249",#206
Detachment,(2011),98 min,"
Drama            ","

7.7
",Tony Kaye,Adrien Brody,Christina Hendricks,Marcia Gay Harden,Lucy Liu,"94,415",$0.07M
Dev.D,(2009),144 min,"
Comedy, Drama, Romance            ","

7.9
",Anurag Kashyap,Abhay Deol,Mahie Gill,Kalki Koechlin,Dibyendu Bhattacharya,"31,716",$0.01M
Dial M for Murder,(1954),105 min,"
Crime, Thriller            ","

8.2
",Alfred Hitchcock,Ray Milland,Grace Kelly,Robert Cummings,John Williams,"183,781",$0.01M
Diarios de motocicleta,(2004),126 min,"
Adventure, Biography, Drama            ","

7.7
",Walter Salles,Gael García Bernal,Rodrigo de la Serna,Mía Maestro,Mercedes Morán,"103,652",$16.78M
Die Hard,(1988),132 min,"
Action, Thriller            ","

8.2
",John McTiernan,Bruce Willis,Alan Rickman,Bonnie Bedelia,Reginald VelJohnson,"913,082",$83.01M
Die Hard with a Vengeance,(1995),128 min,"
Action, Adventure, Thriller            ","

7.6
",John McTiernan,Bruce Willis,Jeremy Irons,Samuel L. Jackson,Graham Greene,"399,840",$100.01M
Dil Chahta Hai,(2001),183 min,"
Comedy, Drama, Romance            ","

8.1
",Farhan Akhtar,Aamir Khan,Saif Ali Khan,Akshaye Khanna,Preity G Zinta,"74,551",$0.30M
Dilwale Dulhania Le Jayenge,(1995),189 min,"
Drama, Romance            ","

8.0
",Aditya Chopra,Shah Rukh Khan,Kajol,Amrish Puri,Farida Jalal,"74,501",NaN
Dip huet seung hung,(1989),111 min,"
Action, Crime, Drama            ","

7.8
",John Woo,Chow Yun-Fat,Danny Lee,Sally Yeh,Kong Chu,"50,101",NaN
Dirty Harry,(1971),102 min,"
Action, Crime, Thriller            ","

7.7
",Don Siegel,Clint Eastwood,Clint Eastwood,Andrew Robinson,Harry Guardino,"164,532",$35.90M
District 9,(2009),112 min,"
Action, Sci-Fi, Thriller            ","

7.9
",Neill Blomkamp,Sharlto Copley,David James,Jason Cope,Nathalie Boltt,"702,931",$115.65M
Django Unchained,(2012),165 min,"
Drama, Western            ","

8.5
",Quentin Tarantino,Jamie Foxx,Christoph Waltz,Leonardo DiCaprio,Kerry Washington,"1,636,453",$162.81M
Do the Right Thing,(1989),120 min,"
Comedy, Drama            ","

8.0
",Spike Lee,Danny Aiello,Ossie Davis,Ruby Dee,Richard Edson,"108,900",$27.55M
Doctor Zhivago,(1965),197 min,"
Drama, Romance, War            ","

7.9
",David Lean,Omar Sharif,Julie Christie,Geraldine Chaplin,Rod Steiger,"80,326",$111.72M
Dog Day Afternoon,(1975),125 min,"
Biography, Crime, Drama            ","

8.0
",Sidney Lumet,Al Pacino,John Cazale,Penelope Allen,Sully Boyar,"267,820",$50.00M
Dogville,(2003),178 min,"
Crime, Drama            ","

8.0
",Lars von Trier,Nicole Kidman,Paul Bettany,Lauren Bacall,Harriet Andersson,"155,114",$1.53M
Dom za vesanje,(1988),142 min,"
Comedy, Crime, Drama            ","

8.1
",Emir Kusturica,Davor Dujmovic,Bora Todorovic,Ljubica Adzovic,Husnija Hasimovic,"32,055",$0.28M
Donnie Brasco,(1997),127 min,"
Biography, Crime, Drama            ","

7.7
",Mike Newell,Al Pacino,Johnny Depp,Michael Madsen,Bruno Kirby,"322,657",$41.91M
Donnie Darko,(2001),113 min,"
Drama, Mystery, Sci-Fi            ","

8.0
",Richard Kelly,Jake Gyllenhaal,Jena Malone,Mary McDonnell,Holmes Osborne,"830,352",$1.48M
Double Indemnity,(1944),107 min,"
Crime, Drama, Film-Noir            ","

8.3
",Billy Wilder,Fred MacMurray,Barbara Stanwyck,Edward G. Robinson,Byron Barr,"163,373",$5.72M
Down by Law,(1986),107 min,"
Comedy, Crime, Drama            ","

7.7
",Jim Jarmusch,Tom Waits,John Lurie,Roberto Benigni,Nicoletta Braschi,"54,132",$1.44M
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,(1964),95 min,"
Comedy, War            ","

8.4
",Stanley Kubrick,Peter Sellers,George C. Scott,Sterling Hayden,Keenan Wynn,"507,001",$0.28M
Drishyam,(2015),163 min,"
Crime, Drama, Mystery            ","

8.2
",Nishikant Kamat,Ajay Devgn,Shriya Saran,Tabu,Rajat Kapoor,"90,760",$0.74M
Drishyam,(2013),160 min,"
Crime, Drama, Thriller            ","

8.3
",Jeethu Joseph,Mohanlal,Meena,Asha Sharath,Ansiba,"43,099",NaN
Drishyam 2,(2022),140 min,"
Crime, Drama, Mystery            ","

8.2
",Abhishek Pathak,Ajay Devgn,Akshaye Khanna,Tabu,Shriya Saran,"40,408",NaN
Drishyam 2,(2021),152 min,"
Crime, Drama, Thriller            ","

8.4
",Jeethu Joseph,Mohanlal,Meena,Ansiba,Esther Anil,"39,715",NaN
Drive,(I) (2011),100 min,"
Action, Drama            ","

7.8
",Nicolas Winding Refn,Ryan Gosling,Carey Mulligan,Bryan Cranston,Albert Brooks,"682,160",$35.06M
Druk,(2020),117 min,"
Drama            ","

7.7
",Thomas Vinterberg,Mads Mikkelsen,Thomas Bo Larsen,Magnus Millang,Lars Ranthe,"181,349",NaN
Du rififi chez les hommes,(1955),118 min,"
Crime, Drama, Thriller            ","

8.1
",Jules Dassin,Jean Servais,Carl Möhner,Robert Manuel,Janine Darcey,"36,056",$0.06M
Duck Soup,(1933),69 min,"
Comedy, Musical            ","

7.8
",Leo McCarey,Groucho Marx,Harpo Marx,Chico Marx,Zeppo Marx,"61,857",NaN
Dune: Part One,(2021),155 min,"
Action, Adventure, Drama            ","

8.0
",Denis Villeneuve,Timothée Chalamet,Rebecca Ferguson,Zendaya,Oscar Isaac,"716,989",$108.33M
Dunkirk,(2017),106 min,"
Action, Drama, History            ","

7.8
",Christopher Nolan,Fionn Whitehead,Barry Keoghan,Mark Rylance,Tom Hardy,"712,708",$188.37M
E.T. the Extra-Terrestrial,(1982),115 min,"
Adventure, Family, Sci-Fi            ","

7.9
",Steven Spielberg,Henry Thomas,Drew Barrymore,Peter Coyote,Dee Wallace,"426,644",$435.11M
East of Eden,(1955),118 min,"
Drama            ","

7.8
",Elia Kazan,James Dean,Raymond Massey,Julie Harris,Burl Ives,"47,774",NaN
Eastern Promises,(2007),100 min,"
Crime, Drama, Thriller            ","

7.6
",David Cronenberg,Naomi Watts,Viggo Mortensen,Armin Mueller-Stahl,Josef Altin,"254,629",$17.11M
Ed Wood,(1994),127 min,"
Biography, Comedy, Drama            ","

7.8
",Tim Burton,Johnny Depp,Martin Landau,Sarah Jessica Parker,Patricia Arquette,"181,286",$5.89M
Edge of Tomorrow,(2014),113 min,"
Action, Adventure, Sci-Fi            ","

7.9
",Doug Liman,Tom Cruise,Emily Blunt,Bill Paxton,Brendan Gleeson,"713,841",$100.21M
Edward Scissorhands,(1990),105 min,"
Drama, Fantasy, Romance            ","

7.9
",Tim Burton,Johnny Depp,Winona Ryder,Dianne Wiest,Anthony Michael Hall,"509,878",$56.36M
Efter brylluppet,(2006),120 min,"
Drama            ","

7.7
",Susanne Bier,Mads Mikkelsen,Sidse Babett Knudsen,Rolf Lassgård,Neeral Mulchandani,"36,136",$0.41M
Pan's Labyrinth,(2006),118 min,"
Drama, Fantasy, War            ","

8.2
",Guillermo del Toro,Ivana Baquero,Ariadna Gil,Sergi López,Maribel Verdú,"689,058",$37.63M
El secreto de sus ojos,(2009),129 min,"
Drama, Mystery, Romance            ","

8.2
",Juan José Campanella,Ricardo Darín,Soledad Villamil,Pablo Rago,Carla Quevedo,"217,224",$6.39M
El ángel exterminador,(1962),95 min,"
Drama, Fantasy            ","

8.0
",Luis Buñuel,Silvia Pinal,Jacqueline Andere,Enrique Rambal,José Baviera,"34,664",NaN
Empire of the Sun,(1987),153 min,"
Drama, War            ","

7.7
",Steven Spielberg,Christian Bale,John Malkovich,Miranda Richardson,Nigel Havers,"131,628",$22.24M
En man som heter Ove,(2015),116 min,"
Comedy, Drama, Romance            ","

7.7
",Hannes Holm,Rolf Lassgård,Bahar Pars,Filip Berg,Ida Engvoll,"65,704",$3.48M
End of Watch,(2012),109 min,"
Crime, Drama, Thriller            ","

7.6
",David Ayer,Jake Gyllenhaal,Michael Peña,Anna Kendrick,America Ferrera,"261,195",$41.00M
English Vinglish,(2012),134 min,"
Comedy, Drama, Family            ","

7.8
",Gauri Shinde,Sridevi,Adil Hussain,Mehdi Nebbou,Priya Anand,"38,041",$1.67M
Eskiya,(1996),128 min,"
Crime, Drama, Thriller            ","

8.1
",Yavuz Turgul,Sener Sen,Ugur Yücel,Sermin Hürmeriç,Yesim Salkim,"71,328",NaN
Eternal Sunshine of the Spotless Mind,(2004),108 min,"
Drama, Romance, Sci-Fi            ","

8.3
",Michel Gondry,Jim Carrey,Kate Winslet,Tom Wilkinson,Gerry Robert Byrne,"1,047,203",$34.40M
Everything Everywhere All at Once,(2022),139 min,"
Action, Adventure, Comedy            ","

7.8
",Daniel Kwan,Daniel Scheinert,Michelle Yeoh,Stephanie Hsu,Jamie Lee Curtis,"480,139",$72.86M
Evil Dead II,(1987),84 min,"
Comedy, Horror            ","

7.7
",Sam Raimi,Bruce Campbell,Sarah Berry,Dan Hicks,Kassie Wesley DePaiva,"176,732",$5.92M
Ex Machina,(2014),108 min,"
Drama, Sci-Fi, Thriller            ","

7.7
",Alex Garland,Alicia Vikander,Domhnall Gleeson,Oscar Isaac,Sonoya Mizuno,"569,671",$25.44M
Fa yeung nin wah,(2000),98 min,"
Drama, Romance            ","

8.1
",Kar-Wai Wong,Tony Leung Chiu-wai,Maggie Cheung,Siu Ping-Lam,Tung Cho 'Joe' Cheung,"160,532",$2.73M
Fanny och Alexander,(1982),188 min,"
Drama            ","

8.1
",Ingmar Bergman,Bertil Guve,Pernilla Allwin,Kristina Adolphson,Börje Ahlstedt,"66,081",$4.97M
Fantasia,(1940),124 min,"
Animation, Family, Fantasy            ","

7.7
",James Algar,Samuel Armstrong,Ford Beebe Jr.,Norman Ferguson,David Hand,"101,252",$76.41M
Fantastic Mr. Fox,(2009),87 min,"
Animation, Adventure, Comedy            ","

7.9
",Wes Anderson,George Clooney,Meryl Streep,Bill Murray,Jason Schwartzman,"256,639",$21.00M
Fargo,(1996),98 min,"
Crime, Thriller            ","

8.1
",Joel Coen,Ethan Coen,William H. Macy,Frances McDormand,Steve Buscemi,"703,403",$24.61M
Ferris Bueller's Day Off,(1986),103 min,"
Comedy            ","

7.8
",John Hughes,Matthew Broderick,Alan Ruck,Mia Sara,Jeffrey Jones,"376,469",$70.14M
Festen,(1998),105 min,"
Drama            ","

8.1
",Thomas Vinterberg,Ulrich Thomsen,Henning Moritzen,Thomas Bo Larsen,Paprika Steen,"91,400",$1.65M
Fiddler on the Roof,(1971),181 min,"
Drama, Family, Musical            ","

8.0
",Norman Jewison,Topol,Norma Crane,Leonard Frey,Molly Picon,"46,155",$80.50M
Fight Club,(1999),139 min,"
Drama            ","

8.8
",David Fincher,Brad Pitt,Edward Norton,Meat Loaf,Zach Grenier,"2,235,819",$37.03M
Finding Nemo,(2003),100 min,"
Animation, Adventure, Comedy            ","

8.2
",Andrew Stanton,Lee Unkrich,Albert Brooks,Ellen DeGeneres,Alexander Gould,"1,084,245",$380.84M
Finding Neverland,(2004),106 min,"
Biography, Drama, Family            ","

7.7
",Marc Forster,Johnny Depp,Kate Winslet,Julie Christie,Radha Mitchell,"210,118",$51.68M
First Blood,(1982),93 min,"
Action, Adventure, Thriller            ","

7.7
",Ted Kotcheff,Sylvester Stallone,Brian Dennehy,Richard Crenna,Bill McKinney,"267,084",$47.21M
Fitzcarraldo,(1982),158 min,"
Adventure, Drama            ","

8.0
",Werner Herzog,Klaus Kinski,Claudia Cardinale,José Lewgoy,Miguel Ángel Fuentes,"37,252",NaN
Flipped,(I) (2010),90 min,"
Comedy, Drama, Romance            ","

7.7
",Rob Reiner,Madeline Carroll,Callan McAuliffe,Rebecca De Mornay,Anthony Edwards,"94,801",$1.75M
Ford v Ferrari,(2019),152 min,"
Action, Biography, Drama            ","

8.1
",James Mangold,Matt Damon,Christian Bale,Jon Bernthal,Caitríona Balfe,"437,470",$117.62M
Forrest Gump,(1994),142 min,"
Drama, Romance            ","

8.8
",Robert Zemeckis,Tom Hanks,Robin Wright,Gary Sinise,Sally Field,"2,180,578",$330.25M
Forushande,(2016),124 min,"
Drama, Thriller            ","

7.7
",Asghar Farhadi,Taraneh Alidoosti,Shahab Hosseini,Babak Karimi,Mina Sadati,"63,343",$2.40M
Frankenstein,(1931),70 min,"
Drama, Horror, Sci-Fi            ","

7.8
",James Whale,Colin Clive,Mae Clarke,Boris Karloff,John Boles,"76,836",NaN
Freaks,(1932),64 min,"
Drama, Horror            ","

7.8
",Tod Browning,Wallace Ford,Leila Hyams,Olga Baclanova,Roscoe Ates,"48,900",$0.63M
Fried Green Tomatoes,(1991),130 min,"
Drama            ","

7.7
",Jon Avnet,Kathy Bates,Jessica Tandy,Mary Stuart Masterson,Mary-Louise Parker,"79,498",$82.42M
From Here to Eternity,(1953),118 min,"
Drama, Romance, War            ","

7.6
",Fred Zinnemann,Burt Lancaster,Montgomery Clift,Deborah Kerr,Donna Reed,"49,570",$30.50M
Frost/Nixon,(2008),122 min,"
Biography, Drama, History            ","

7.7
",Ron Howard,Frank Langella,Michael Sheen,Kevin Bacon,Sam Rockwell,"111,028",$18.59M
Full Metal Jacket,(1987),116 min,"
Drama, War            ","

8.3
",Stanley Kubrick,Matthew Modine,R. Lee Ermey,Vincent D'Onofrio,Adam Baldwin,"770,700",$46.36M
G.O.R.A.,(2004),127 min,"
Adventure, Comedy, Sci-Fi            ","

8.0
",Ömer Faruk Sorak,Cem Yilmaz,Özge Özberk,Ozan Güven,Safak Sezer,"65,326",NaN
GATTACA,(1997),106 min,"
Drama, Sci-Fi, Thriller            ","

7.7
",Andrew Niccol,Ethan Hawke,Uma Thurman,Jude Law,Gore Vidal,"316,010",$12.34M
Gake no ue no Ponyo,(2008),101 min,"
Animation, Adventure, Comedy            ","

7.6
",Hayao Miyazaki,Cate Blanchett,Matt Damon,Liam Neeson,Tomoko Yamaguchi,"154,908",$15.09M
Gandhi,(1982),191 min,"
Biography, Drama, History            ","

8.0
",Richard Attenborough,Ben Kingsley,John Gielgud,Rohini Hattangadi,Roshan Seth,"237,587",$52.77M
Gangs of Wasseypur,(2012),321 min,"
Action, Comedy, Crime            ","

8.2
",Anurag Kashyap,Manoj Bajpayee,Nawazuddin Siddiqui,Tigmanshu Dhulia,Richa Chadha,"100,918",NaN
Gaslight,(1944),114 min,"
Crime, Drama, Mystery            ","

7.8
",George Cukor,Charles Boyer,Ingrid Bergman,Joseph Cotten,May Whitty,"32,260",NaN
Gegen die Wand,(2004),121 min,"
Drama, Romance            ","

7.9
",Fatih Akin,Birol Ünel,Sibel Kekilli,Güven Kiraç,Zarah Jane McKenzie,"56,478",NaN
Gekijouban Jujutsu Kaisen 0,(2021),105 min,"
Animation, Action, Fantasy            ","

7.8
",Seong-Hu Park,Chinatsu Akasaki,Aya Endô,Kana Hanazawa,Show Hayami,"28,713",$34.54M
Get Out,(I) (2017),104 min,"
Horror, Mystery, Thriller            ","

7.8
",Jordan Peele,Daniel Kaluuya,Allison Williams,Bradley Whitford,Catherine Keener,"657,680",$176.04M
Ghostbusters,(1984),105 min,"
Action, Comedy, Fantasy            ","

7.8
",Ivan Reitman,Bill Murray,Dan Aykroyd,Sigourney Weaver,Harold Ramis,"432,202",$238.63M
Gisaengchung,(2019),132 min,"
Drama, Thriller            ","

8.5
",Bong Joon Ho,Song Kang-ho,Lee Sun-kyun,Cho Yeo-jeong,Choi Woo-sik,"889,714",$53.37M
Gladiator,(2000),155 min,"
Action, Adventure, Drama            ","

8.5
",Ridley Scott,Russell Crowe,Joaquin Phoenix,Connie Nielsen,Oliver Reed,"1,564,314",$187.71M
Glengarry Glen Ross,(1992),100 min,"
Crime, Drama, Mystery            ","

7.7
",James Foley,Al Pacino,Jack Lemmon,Alec Baldwin,Alan Arkin,"112,634",$10.73M
Glory,(1989),122 min,"
Biography, Drama, History            ","

7.8
",Edward Zwick,Matthew Broderick,Denzel Washington,Cary Elwes,Morgan Freeman,"141,016",$26.83M
Goldfinger,(1964),110 min,"
Action, Adventure, Thriller            ","

7.7
",Guy Hamilton,Sean Connery,Gert Fröbe,Honor Blackman,Shirley Eaton,"197,979",$51.08M
Gone Baby Gone,(2007),114 min,"
Crime, Drama, Mystery            ","

7.6
",Ben Affleck,Morgan Freeman,Ed Harris,Casey Affleck,Michelle Monaghan,"283,310",$20.30M
Gone Girl,(2014),149 min,"
Drama, Mystery, Thriller            ","

8.1
",David Fincher,Ben Affleck,Rosamund Pike,Neil Patrick Harris,Tyler Perry,"1,030,710",$167.77M
Gone with the Wind,(1939),238 min,"
Drama, Romance, War            ","

8.2
",Victor Fleming,George Cukor,Sam Wood,Clark Gable,Vivien Leigh,"326,763",$198.68M
Gongdong gyeongbi guyeok JSA,(2000),110 min,"
Action, Drama, Thriller            ","

7.7
",Park Chan-wook,Lee Yeong-ae,Lee Byung-hun,Song Kang-ho,Kim Tae-woo,"33,007",NaN
